names,summary,cusine,price,reviews_count,rating,address,url
Inamo Covent Garden,NA,Asian fusion restaurant,££,"2,995 reviews",4.1,,"https://www.google.com/maps/place/Inamo+Covent+Garden/@51.5071387,-0.1821935,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604cb61a1f7cb:0x4bb5586e5505c808!8m2!3d51.5133859!4d-0.1231552!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEXYXNpYW5fZnVzaW9uX3Jlc3RhdXJhbnQ"
Clos Maggiore,"Modern French restaurant with notable wine list, flower-filled conservatory and log fire.",Modern European restaurant,£££,"1,402 reviews",4.5,"33 King St, London WC2E 8JD","https://www.google.com/maps/place/Clos+Maggiore/@51.5071387,-0.1821935,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604cc5d576815:0x2e9c0de5854aa090!8m2!3d51.5116945!4d-0.1247301!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEabW9kZXJuX2V1cm9wZWFuX3Jlc3RhdXJhbnQ"
Barrafina,"Cosy, diner-style tapas bar with stools for Spanish small plates, served with sherry, cava and more.",Tapas restaurant,£££,"1,885 reviews",4.5,"26-27 Dean St, London W1D 3LL","https://www.google.com/maps/place/Barrafina/@51.5071387,-0.1821935,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604d2dc29e6a9:0xc52f51ca234cd897!8m2!3d51.51411!4d-0.1326671!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEQdGFwYXNfcmVzdGF1cmFudA"
M Victoria Street,NA,Steak house,£££,910 reviews,4.4,,"https://www.google.com/maps/place/M+Victoria+Street/@51.5071387,-0.1821935,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604df1cadc093:0x1cec3e0b67867ef3!8m2!3d51.4972054!4d-0.1388244!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgELc3RlYWtfaG91c2WaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVUlZhRTlZVlV4M0VBRQ"
The Palomar,Modern fare from Jerusalem meets a variety of international influences in mosaic and wood surrounds.,Middle Eastern restaurant,££,"1,461 reviews",4.6,"34 Rupert St, London W1D 6DN","https://www.google.com/maps/place/The+Palomar/@51.5071387,-0.1821935,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604d3b707b0df:0x5075b2ec663d560d!8m2!3d51.5112201!4d-0.1327198!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEZbWlkZGxlX2Vhc3Rlcm5fcmVzdGF1cmFudA"
Koshari Street,"Modern vegetarian cafe and takeaway with wall cartoons, serving Egyptian street food dishes.",Egyptian restaurant,£,532 reviews,4.4,"56 St Martin's Ln, London WC2N 4EA","https://www.google.com/maps/place/Koshari+Street/@51.5071387,-0.1821935,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604cdc87ecda3:0x19cc93dfca11cf98!8m2!3d51.5108869!4d-0.126829!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgETZWd5cHRpYW5fcmVzdGF1cmFudA"
Trivet,Fat Duck alumni dish out complex dishes & interesting wines in a welcoming retro-modern space.,Restaurant,Not Available,136 reviews,4.7,"36 Snowsfields, London SE1 3SU","https://www.google.com/maps/place/Trivet/@51.5071387,-0.1821935,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487603d4b0129985:0x3832ab9ded5962c0!8m2!3d51.5021983!4d-0.0846719!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEKcmVzdGF1cmFudA"
Le Gavroche,Michel Roux Jr.'s famous fine-dining restaurant offering luxe French food and impeccable service,French haute cuisine restaurant,££££,870 reviews,4.7,"43 Upper Brook St, London W1K 7QR","https://www.google.com/maps/place/Le+Gavroche/@51.5071387,-0.1821935,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x48760454dfb7f8ed:0xc81d8b3fcda009ba!8m2!3d51.5112874!4d-0.1551708!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEXaGF1dGVfZnJlbmNoX3Jlc3RhdXJhbnQ"
Hawksmoor Air Street,Devonshire market fish and prime cuts of matured beef served in Art Deco surrounds.,Steak house,££££,"3,046 reviews",4.6,"5A Air St, London W1J 0AD","https://www.google.com/maps/place/Hawksmoor+Air+Street/@51.5071387,-0.1821935,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604d41e4f9b97:0xfd117ecf2c565e5b!8m2!3d51.5097064!4d-0.1362074!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgELc3RlYWtfaG91c2WaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUnRPRTkyUTNKblJSQUI"
Murano,NA,Italian restaurant,££££,468 reviews,4.6,"20 Queen St, London W1J 5PP","https://www.google.com/maps/place/Murano/@51.5135313,-0.1438243,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x4876052ed152494d:0x5ec0f4498cc76400!8m2!3d51.5071387!4d-0.1471746!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgESaXRhbGlhbl9yZXN0YXVyYW50"
Chamisse,"Simple modern restaurant serving traditional Lebanese mezes, salads and meat dishes, plus takeaway.",Lebanese restaurant,££,670 reviews,4.6,"55 Grays Inn Rd, London WC1X 8PP","https://www.google.com/maps/place/Chamisse/@51.5135313,-0.1438243,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x48761b490562b5e1:0xf2699c439628e7ac!8m2!3d51.5221772!4d-0.1139637!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgETbGViYW5lc2VfcmVzdGF1cmFudA"
Cicchetti,"A seasonal menu of Italian small plates, served in a sleek modern dining room with marble tables.",Italian restaurant,£££,"2,228 reviews",4.4,"215 Piccadilly, St. James's, London W1J 9HL","https://www.google.com/maps/place/Cicchetti/@51.5135313,-0.1438243,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604d6ab463b4f:0xab4e014eb5e6125d!8m2!3d51.5094927!4d-0.1350617!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgESaXRhbGlhbl9yZXN0YXVyYW50"
Scarlett Green,NA,Restaurant,££,645 reviews,4.4,,"https://www.google.com/maps/place/Scarlett+Green/@51.5135313,-0.1438243,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x48761b2b51fcc697:0xd5b97b88e91c8ec1!8m2!3d51.5152635!4d-0.135769!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEKcmVzdGF1cmFudA"
Spring,NA,Modern European restaurant,£££,311 reviews,4.6,,"https://www.google.com/maps/place/Spring/@51.5135313,-0.1438243,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604ca132e7fc3:0x338742356bf710f6!8m2!3d51.510983!4d-0.1183386!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEabW9kZXJuX2V1cm9wZWFuX3Jlc3RhdXJhbnQ"
Angus Steakhouse Piccadilly Circus,NA,Steak house,££,"6,030 reviews",4.0,,"https://www.google.com/maps/place/Angus+Steakhouse+Piccadilly+Circus/@51.5135313,-0.1438243,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604d3da201ba1:0x5389e09552aa5a9a!8m2!3d51.5100945!4d-0.1329472!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgELc3RlYWtfaG91c2WaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUTJhVnBVZVhGM1JSQUI"
Hard Rock Cafe,Rock ’n’ roll-themed chain with a high-energy vibe serving burgers & American classics.,American restaurant,£££,"3,270 reviews",4.6,"Building 225, Criterion, 229 Piccadilly, London W1J 9HR","https://www.google.com/maps/place/Hard+Rock+Cafe/@51.5135313,-0.1438243,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x4876058dacbf712f:0x2c9dde025b6a50f4!8m2!3d51.5099466!4d-0.1337187!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgETYW1lcmljYW5fcmVzdGF1cmFudA"
FOLIE,NA,Modern European restaurant,Not Available,282 reviews,4.5,,"https://www.google.com/maps/place/FOLIE/@51.5135313,-0.1438243,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x4876054f46b28e9b:0xb4a8dda5e797cf51!8m2!3d51.5121068!4d-0.1373675!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEabW9kZXJuX2V1cm9wZWFuX3Jlc3RhdXJhbnQ"
Dishoom Carnaby,NA,Indian restaurant,££,"6,506 reviews",4.6,"22 Kingly St, Carnaby, London W1B 5QP","https://www.google.com/maps/place/Dishoom+Carnaby/@51.5135313,-0.1438243,12z/data=!3m1!5s0x487604d56ef93877:0xebec00eb272721c!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604d56e75df5f:0x46d397c759942b9f!8m2!3d51.5131089!4d-0.1397753!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgERaW5kaWFuX3Jlc3RhdXJhbnQ"
The Northall,NA,European restaurant,Not Available,252 reviews,4.5,,"https://www.google.com/maps/place/The+Northall/@51.5135313,-0.1438243,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604cf2561c17f:0x453b76536ae717ef!8m2!3d51.506692!4d-0.124057!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgETZXVyb3BlYW5fcmVzdGF1cmFudA"
Inamo Covent Garden,NA,Asian fusion restaurant,££,"2,995 reviews",4.1,,"https://www.google.com/maps/place/Inamo+Covent+Garden/@51.5135313,-0.1438243,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604cb61a1f7cb:0x4bb5586e5505c808!8m2!3d51.5133859!4d-0.1231552!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEXYXNpYW5fZnVzaW9uX3Jlc3RhdXJhbnQ"
Bill's Soho Restaurant,"Contemporary European chain dishing up separate breakfast, afternoon tea, lunch and dinner menus.",Modern British restaurant,££,"3,813 reviews",4.3,"36-44 Brewer St, London W1F 9TB","https://www.google.com/maps/place/Bill's+Soho+Restaurant/@51.5135313,-0.1438243,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604d470b388d7:0xd9b0dbe68445a4fc!8m2!3d51.5118524!4d-0.1350999!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEZbW9kZXJuX2JyaXRpc2hfcmVzdGF1cmFudA"
Terra Rossa,Pizza & classic rustic dishes from Puglia in southern Italy at a relaxed neighbourhood restaurant.,Italian restaurant,Not Available,406 reviews,4.5,"139 Upper St, London N1 1QP","https://www.google.com/maps/place/Terra+Rossa/@51.5135313,-0.1438243,12z/data=!3m1!5s0x48761b66f6ea2855:0x259e8c486e642557!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x48761bc468d59059:0x49e12b5d81464d59!8m2!3d51.5395052!4d-0.1026342!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgESaXRhbGlhbl9yZXN0YXVyYW50"
Chez Antoinette,"Lyon-style tartines served throughout the day in a quaint, petite space with French flair.",French restaurant,£,681 reviews,4.5,"30 The Market Building, London WC2E 8RE","https://www.google.com/maps/place/Chez+Antoinette/@51.5135313,-0.1438243,12z/data=!3m1!5s0x487604cb848160e5:0x4523f3a4338fe7db!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604cb8695f537:0x8e2450ae53f8017a!8m2!3d51.5117402!4d-0.1227684!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgERZnJlbmNoX3Jlc3RhdXJhbnQ"
Mildreds Soho,NA,Vegan restaurant,££,"3,156 reviews",4.5,,"https://www.google.com/maps/place/Mildreds+Soho/@51.5135313,-0.1438243,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604d4925cc9b1:0x1382b06767ef178b!8m2!3d51.5130244!4d-0.1364136!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEQdmVnYW5fcmVzdGF1cmFudA"
The Ivy Soho Brasserie,"Artworks, marble and onyx provide a relaxed, elegant backdrop for a vast, all-day British menu.",British restaurant,£££,"2,208 reviews",4.3,"26-28 Broadwick St, London W1F 8JB","https://www.google.com/maps/place/The+Ivy+Soho+Brasserie/@51.5135313,-0.1438243,12z/data=!3m1!5s0x487604d4a31f9cd3:0x6240f16e2c40eca0!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604d3596e41e1:0xbcae4e2254425902!8m2!3d51.513836!4d-0.1357862!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgESYnJpdGlzaF9yZXN0YXVyYW50"
Clos Maggiore,"Modern French restaurant with notable wine list, flower-filled conservatory and log fire.",Modern European restaurant,£££,"1,402 reviews",4.5,"33 King St, London WC2E 8JD","https://www.google.com/maps/place/Clos+Maggiore/@51.5135313,-0.1438243,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604cc5d576815:0x2e9c0de5854aa090!8m2!3d51.5116945!4d-0.1247301!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEabW9kZXJuX2V1cm9wZWFuX3Jlc3RhdXJhbnQ"
Barrafina,"Cosy, diner-style tapas bar with stools for Spanish small plates, served with sherry, cava and more.",Tapas restaurant,£££,"1,885 reviews",4.5,"26-27 Dean St, London W1D 3LL","https://www.google.com/maps/place/Barrafina/@51.5135313,-0.1438243,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604d2dc29e6a9:0xc52f51ca234cd897!8m2!3d51.51411!4d-0.1326671!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEQdGFwYXNfcmVzdGF1cmFudA"
Mediterranean Cafe,Mediterranean food served in intimate candlelit spaces draped in curtains plus theatre posters.,Mediterranean restaurant,££,430 reviews,4.3,"18 Berwick St, London W1F 0PX","https://www.google.com/maps/place/Mediterranean+Cafe/@51.5136812,-0.1698724,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604d3608cf523:0x167b01326d69e312!8m2!3d51.5136812!4d-0.1348535!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEYbWVkaXRlcnJhbmVhbl9yZXN0YXVyYW50"
Bancone,Housemade pastas are offered with Prosecco & espresso in a chic setting with 3 dining counters.,Italian restaurant,££,"1,052 reviews",4.5,"39 William IV St, London WC2N 4DD","https://www.google.com/maps/place/Bancone/@51.5136812,-0.1698724,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604ce7e57942f:0x2ba07c05296427b!8m2!3d51.5095558!4d-0.1264024!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgESaXRhbGlhbl9yZXN0YXVyYW50"
Archipelago,"Exotic meats and insect sides in flamboyant restaurant with Buddhas, palms and peacock feathers.",Eclectic restaurant,£££,379 reviews,4.5,"53 Cleveland St, London W1T 4JJ","https://www.google.com/maps/place/Archipelago/@51.5136812,-0.1698724,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x48761b28ff4c92f1:0xcc0da3fd3ada4401!8m2!3d51.52048!4d-0.1388113!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgETZWNsZWN0aWNfcmVzdGF1cmFudA"
Fischer's,NA,Austrian restaurant,££,"1,204 reviews",4.5,,"https://www.google.com/maps/place/Fischer's/@51.5136812,-0.1698724,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x48761ad1c19c7675:0x15ffa42a739b55f8!8m2!3d51.5216222!4d-0.1516157!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgETYXVzdHJpYW5fcmVzdGF1cmFudA"
L'ulivo Charing Cross,NA,Italian restaurant,££,854 reviews,4.1,,"https://www.google.com/maps/place/L'ulivo+Charing+Cross/@51.5136812,-0.1698724,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604ce9589fd65:0x6de4691d29660a2f!8m2!3d51.508235!4d-0.1239464!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgESaXRhbGlhbl9yZXN0YXVyYW50"
Bella Italia - Irving Street,"Casual restaurant serving Italian pasta, pizza & grill dishes, with a special children's menu.",Italian restaurant,££,954 reviews,4.1,"10 Irving St, London WC2H 7AT","https://www.google.com/maps/place/Bella+Italia+-+Irving+Street/@51.5136812,-0.1698724,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604cdfcea1c99:0x20075fd3df5aca68!8m2!3d51.5099925!4d-0.1285535!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgESaXRhbGlhbl9yZXN0YXVyYW50"
Prezzo Italian Restaurant London Victoria,"Casual Italian chain restaurant for stone-baked pizzas and classic pastas, plus separate kids' menu.",Restaurant,££,272 reviews,3.8,"Victoria Place Shopping Centre, 115 Buckingham Palace Rd, London SW1W 9SJ","https://www.google.com/maps/place/Prezzo+Italian+Restaurant+London+Victoria/@51.4945246,-0.1807654,13z/data=!3m1!5s0x48760521e6013f4b:0x9f1f2e79eae02680!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x48760521f22b5571:0x9f40bf5675e6a01f!8m2!3d51.4945246!4d-0.1457465!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEKcmVzdGF1cmFudA"
The Greenhouse,"Upmarket, traditional French cuisine in a luxurious, discreet setting with a leafy outdoor terrace.",Restaurant,££££,333 reviews,4.5,"27A Hay's Mews, London W1J 5NY","https://www.google.com/maps/place/The+Greenhouse/@51.4945246,-0.1807654,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x4876052ef1a5e865:0xe433b180995c10ec!8m2!3d51.5076362!4d-0.1492617!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEKcmVzdGF1cmFudA"
Seabird,NA,Restaurant,Not Available,488 reviews,4.4,,"https://www.google.com/maps/place/Seabird/@51.4945246,-0.1807654,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x48760525060f4311:0x312a91d49a936adb!8m2!3d51.5056667!4d-0.1047752!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEKcmVzdGF1cmFudA"
Fuwa Fuwa Café - Bloomsbury,Puffy Japanese pancakes with creative toppings are served from a counter inside a shopping centre.,Japanese restaurant,Not Available,931 reviews,4.3,"Unit 8, Brunswick Centre, London WC1N 1BS","https://www.google.com/maps/place/Fuwa+Fuwa+Caf%C3%A9+-+Bloomsbury/@51.4945246,-0.1807654,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x48761bd3a07007f7:0x21feae54f8fc737c!8m2!3d51.5237906!4d-0.1236324!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgETamFwYW5lc2VfcmVzdGF1cmFudA"
Yauatcha Soho,"Top-of-the-range, contemporary Chinese dining with expertly-crafted dim-sum and handmade sweets.",Chinese restaurant,£££,"3,214 reviews",4.3,"15-17 Broadwick St, London W1F 0DL","https://www.google.com/maps/place/Yauatcha+Soho/@51.4945246,-0.1807654,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604d49f0af085:0xb09e9b5b88831204!8m2!3d51.513587!4d-0.1351682!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgESY2hpbmVzZV9yZXN0YXVyYW50"
Barrafina,NA,Tapas restaurant,£££,979 reviews,4.5,,"https://www.google.com/maps/place/Barrafina/@51.4945246,-0.1807654,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604ce86785007:0xe19bad1ab115873a!8m2!3d51.5094114!4d-0.1257536!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEQdGFwYXNfcmVzdGF1cmFudA"
Refuel Bar & Restaurant,"Cocktails and British-inspired classics in elegant surrounds, at chic hotel with Sunday film club.",Bar,Not Available,213 reviews,4.3,"4 Richmond Mews, London W1D 3DH","https://www.google.com/maps/place/Refuel+Bar+%26+Restaurant/@51.4945246,-0.1807654,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604d341358113:0x58822babdf776783!8m2!3d51.5140444!4d-0.1337472!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEDYmFy"
Chipotle Mexican Grill,"Fast-food chain offering Mexican fare, including design-your-own burritos, tacos & bowls.",Mexican restaurant,£,"1,414 reviews",4.2,"92-93 St Martin's Ln, London WC2N 4AP","https://www.google.com/maps/place/Chipotle+Mexican+Grill/@51.4945246,-0.1807654,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604cdc653c03d:0xad06c21864063252!8m2!3d51.5107927!4d-0.1271657!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgESbWV4aWNhbl9yZXN0YXVyYW50"
Moro,"Creative North African & Spanish dishes, plus all-day tapas in a smart space with a relaxed vibe.",Spanish restaurant,£££,851 reviews,4.5,"34-36 Exmouth Market, London EC1R 4QE","https://www.google.com/maps/place/Moro/@51.5258822,-0.1440211,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x48761b458234a1f7:0xdcf815e176917b55!8m2!3d51.5258809!4d-0.1089987!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgESc3BhbmlzaF9yZXN0YXVyYW50"
40 Maltby Street,"Artisanal foodstuffs, baked goods, fresh meats and vegetables on offer from bustling market stalls.",Wine bar,££,335 reviews,4.7,"40 Maltby St, London SE1 3PA","https://www.google.com/maps/place/40+Maltby+Street/@51.4996271,-0.1110446,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487603415a6b5673:0xd37b79cac69f3fb5!8m2!3d51.4996209!4d-0.0760364!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEId2luZV9iYXKaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUmhkMWw2TUhoUlJSQUI"
Happy London,"International dishes, sushi & cocktails served in a relaxed grill & bar with booth seating.",Modern European restaurant,Not Available,"1,013 reviews",4.4,"25-29 Coventry St, London W1D 7AG","https://www.google.com/maps/place/Happy+London/@51.4996271,-0.1110446,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487605450b184bfb:0xc4f69bdc2f0263db!8m2!3d51.5101534!4d-0.1324234!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEabW9kZXJuX2V1cm9wZWFuX3Jlc3RhdXJhbnQ"
Kennington Lane Cafe,"Low-key venue for British classics including fish and chips and roasts, global dishes and breakfast.",Cafe,£,"1,266 reviews",4.8,"383 Kennington Ln, London SE11 5QY","https://www.google.com/maps/place/Kennington+Lane+Cafe/@51.4860873,-0.1560807,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604ecfd357f97:0x1e61d2c5a9012320!8m2!3d51.4860602!4d-0.1210543!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEEY2FmZZoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VOSGR6aFFURWxSRUFF"
